SRR11851944,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11826967,PRJNA633948,ILLUMINA,Illumina iSeq 100,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11810737,PRJNA625669,ION_TORRENT,Ion Torrent S5,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11783596,PRJNA632475,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11772651,PRJNA631042,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11741537,PRJNA631260,ILLUMINA,Illumina HiSeq 4000,10090,Mus musculus
SRR11648015,PRJNA614976,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11622223,PRJNA613958,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11621921,PRJNA610428,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11607654,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR1635861,PRJNA265000,ILLUMINA,Illumina HiSeq 2000,1566707,Aphalara itadori
SRR1195619,PRJNA233943,ILLUMINA,Illumina HiSeq 2000,9606,Homo sapiens
SRR1190370,PRJNA233943,ILLUMINA,Illumina HiSeq 2500,9606,Homo sapiens
ERR4182397,PRJEB38388,OXFORD_NANOPORE,GridION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4145420,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4080782,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4080531,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR3201896,PRJEB31605,ILLUMINA,Illumina HiSeq 2500,707683,Saccharum spp. complex hybrid
SRR11412223,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11412224,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11412225,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11412226,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11494501,PRJNA613958,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11040131,PRJNA605247,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039486,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039487,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039488,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039489,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039490,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039491,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039492,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR10357366,PRJNA580021,ILLUMINA,HiSeq X Ten,9606,Homo sapiens
ERR3180614,PRJEB6505,ILLUMINA,Illumina HiSeq 2500,1070528,viral metagenome
SRR8389832,PRJNA512860,ILLUMINA,Illumina HiSeq 2000,8467,Caretta caretta
ERR2214809,PRJEB23810,ILLUMINA,Illumina HiSeq 2500,9031,Gallus gallus
ERR2214810,PRJEB23810,ILLUMINA,Illumina HiSeq 2500,9031,Gallus gallus
SRR6994479,PRJNA448596,ILLUMINA,Illumina MiSeq,256318,metagenome
SRR6893878,PRJNA445599,ILLUMINA,Illumina HiSeq 4000,98310,Sinonovacula constricta
SRR6713775,PRJNA432752,ILLUMINA,Illumina MiSeq,1510822,pig gut metagenome
ERR1302947,PRJEB6505,ILLUMINA,Illumina HiSeq 2500,1070528,viral metagenome
SRR1030145,PRJNA227801,ILLUMINA,Illumina Genome Analyzer IIx,10090,Mus musculus
SRR1030146,PRJNA227801,ILLUMINA,Illumina Genome Analyzer IIx,10090,Mus musculus
SRR11953797,PRJNA622837,ILLUMINA,Illumina NovaSeq 6000,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11915822,PRJNA613958,ILLUMINA,Illumina iSeq 100,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11851945,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11826968,PRJNA633948,ILLUMINA,Illumina iSeq 100,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11810738,PRJNA625669,ION_TORRENT,Ion Torrent S5,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11783598,PRJNA632475,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11772652,PRJNA631042,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11741538,PRJNA631260,ILLUMINA,Illumina HiSeq 4000,10090,Mus musculus
SRR11648016,PRJNA614976,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11622224,PRJNA613958,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11621922,PRJNA610428,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11607655,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11578322,PRJNA613958,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11578071,PRJNA613958,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11573920,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573921,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573922,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573923,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11549942,PRJNA625518,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR1195620,PRJNA233943,ILLUMINA,Illumina HiSeq 2000,9606,Homo sapiens
SRR1193997,PRJNA233944,ILLUMINA,Illumina HiSeq 2500,9534,Cercopithecus aethiops 
SRR1190371,PRJNA233943,ILLUMINA,Illumina HiSeq 2500,9606,Homo sapiens
ERR4182398,PRJEB38388,OXFORD_NANOPORE,GridION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4164962,PRJEB38388,OXFORD_NANOPORE,GridION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4145421,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4080783,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4080532,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11412227,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11412228,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11412229,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11412230,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11456972,PRJNA248549,ILLUMINA,Illumina HiSeq 2500,1642,Listeria innocua
SRR11040132,PRJNA605247,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR10546822,PRJNA590051,ILLUMINA,HiSeq X Ten,7998,Ictalurus punctatus
SRR10357367,PRJNA580021,ILLUMINA,HiSeq X Ten,9606,Homo sapiens
SRR10083567,PRJNA471974,ILLUMINA,Illumina MiSeq,9031,Gallus gallus
ERR2821757,PRJEB28745,ILLUMINA,Illumina HiSeq 3000,9031,Gallus gallus
SRR8389835,PRJNA512860,ILLUMINA,Illumina HiSeq 2000,8469,Chelonia mydas
ERR2214809,PRJEB23810,ILLUMINA,Illumina HiSeq 2500,9031,Gallus gallus
ERR2214810,PRJEB23810,ILLUMINA,Illumina HiSeq 2500,9031,Gallus gallus
SRR6893879,PRJNA445599,ILLUMINA,Illumina HiSeq 4000,98310,Sinonovacula constricta
SRR6713776,PRJNA432752,ILLUMINA,Illumina MiSeq,1510822,pig gut metagenome
ERR1298637,PRJEB12891,ILLUMINA,Illumina HiSeq 2500,9031,Gallus gallus
ERR1302948,PRJEB6505,ILLUMINA,Illumina HiSeq 2500,1070528,viral metagenome
SRR11954055,PRJNA622837,ILLUMINA,Illumina NovaSeq 6000,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11939970,PRJNA610428,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11915823,PRJNA613958,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11851946,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11826969,PRJNA633948,ILLUMINA,Illumina iSeq 100,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11810739,PRJNA625669,ION_TORRENT,Ion Torrent S5,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11783599,PRJNA632475,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11772653,PRJNA631042,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11741539,PRJNA631260,ILLUMINA,Illumina HiSeq 4000,10090,Mus musculus
SRR11648017,PRJNA614976,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11622225,PRJNA613958,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11621923,PRJNA610428,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11607656,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11578323,PRJNA613958,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11578072,PRJNA613958,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11573920,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573921,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573922,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573923,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11494753,PRJNA613958,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR1192464,PRJNA233943,ILLUMINA,Illumina HiSeq 2500,9606,Homo sapiens
SRR1190372,PRJNA233943,ILLUMINA,Illumina HiSeq 2500,9606,Homo sapiens
SRR12045892,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4182399,PRJEB38388,OXFORD_NANOPORE,GridION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4145422,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4080784,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4080533,PRJEB37966,OXFORD_NANOPORE,MinION,2697049,Severe acute respiratory syndrome coronavirus 2
ERR3955908,PRJEB29014,ILLUMINA,Illumina HiSeq 2500,1070528,viral metagenome
SRR11040133,PRJNA605247,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039493,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039494,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039495,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039496,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039497,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039498,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR11039499,PRJNA605205,ILLUMINA,Illumina HiSeq 2000,10090,Mus musculus
SRR10500281,PRJNA590745,ILLUMINA,Illumina MiSeq,11120,Infectious bronchitis virus
SRR10357368,PRJNA580021,ILLUMINA,HiSeq X Ten,9606,Homo sapiens
SRR10083574,PRJNA563559,ILLUMINA,Illumina HiSeq 1000,527639,wastewater metagenome
ERR3180630,PRJEB6505,ILLUMINA,Illumina HiSeq 2500,1070528,viral metagenome
SRR8389837,PRJNA512860,ILLUMINA,Illumina HiSeq 2000,8469,Chelonia mydas
ERR1600734,PRJEB15179,ILLUMINA,Illumina HiSeq 2500,256318,metagenome
SRR057849,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057852,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057853,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057854,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057858,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057859,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057860,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057861,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057862,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057863,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057864,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR057865,PRJNA46335,ILLUMINA,Illumina Genome Analyzer II,646099,human metagenome
SRR5957732,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957733,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957734,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957735,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957736,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957737,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957738,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957739,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957740,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957741,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957742,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957743,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957744,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957745,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5957746,PRJNA399620,ILLUMINA,Illumina HiSeq 4000,9823,Sus scrofa
SRR5224069,PRJNA369434,ILLUMINA,Illumina HiSeq 2000,48701,Poecilia mexicana
SRR2050361,PRJNA285832,ILLUMINA,Illumina HiSeq 2000,4097,Nicotiana tabacum
SRR11915824,PRJNA613958,ILLUMINA,Illumina iSeq 100,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11851947,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11826970,PRJNA633948,ILLUMINA,Illumina iSeq 100,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11810740,PRJNA625669,ION_TORRENT,Ion Torrent S5,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11783600,PRJNA632475,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11772654,PRJNA631042,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11741540,PRJNA631260,ILLUMINA,Illumina HiSeq 4000,10090,Mus musculus
SRR11622226,PRJNA613958,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11621924,PRJNA610428,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11607657,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11597111,PRJNA627662,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11584172,PRJNA614504,OXFORD_NANOPORE,GridION,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11578324,PRJNA613958,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11578073,PRJNA613958,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11573920,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573921,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573922,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11573923,PRJNA615032,ILLUMINA,NextSeq 500,9606,Homo sapiens
SRR11494754,PRJNA613958,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11494503,PRJNA613958,ILLUMINA,NextSeq 550,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11456973,PRJNA248549,ILLUMINA,Illumina HiSeq 2500,1639,Listeria monocytogenes
SRR1190386,PRJNA233944,ILLUMINA,Illumina HiSeq 2500,9534,Cercopithecus aethiops 
SRR12045893,PRJNA614995,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR12017059,PRJNA625551,ILLUMINA,Illumina MiSeq,2697049,Severe acute respiratory syndrome coronavirus 2
SRR11939971,PRJNA610428,ILLUMINA,NextSeq 500,2697049,Severe acute respiratory syndrome coronavirus 2
ERR4182400,PRJEB38388,OXFORD_NANOPORE,GridION,2697049,Severe acute respiratory syndrome coronavirus 2
