SRR1942957/A	NC_004718/G	NC_004718/G
SRR1942956/A	NC_004718/G	NC_004718/G
SRR11954080/A	NC_045512/G	NC_004718/G
KF530133/G	KF530117/G	NC_002306/G
JQ023161/G	NC_003436/G	NC_003436/G
SRR3611898/A	NC_003045/G	NC_003045/G
SRR1193921/A	NC_019843/G	NC_019843/G
SRR3611897/A	NC_003045/G	NC_003045/G
SRR1193924/A	NC_019843/G	NC_019843/G
SRR11622199/A	NC_045512/G	NC_004718/G
SRR7287114/A	KF530131/G	NC_002306/G
SRR11622193/A	NC_045512/G	NC_004718/G
SRR11622191/A	NC_045512/G	NC_004718/G
SRR11622197/A	NC_045512/G	NC_004718/G
SRR11622194/A	NC_045512/G	NC_004718/G
SRR11780072/A	NC_045512/G	NC_004718/G
SRR11780073/A	SRR11780073/A	SRR11780073/A
SRR11780070/A	NC_045512/G	NC_004718/G
SRR11780071/A	NC_045512/G	NC_004718/G
SRR11780076/A	NC_045512/G	NC_004718/G
SRR11780077/A	NC_045512/G	NC_004718/G
SRR11780074/A	NC_045512/G	NC_004718/G
SRR11780075/A	NC_045512/G	NC_004718/G
SRR11780078/A	NC_045512/G	NC_004718/G
SRR11780079/A	NC_045512/G	NC_004718/G
GU393332/G	KJ135013/G	KC008600/G
SRR11494568/A	NC_045512/G	NC_004718/G
ERR2738458/A	MH687969/G	NC_026011/G
SRR11954142/A	NC_045512/G	NC_004718/G
SRR11494560/A	NC_045512/G	NC_004718/G
SRR11494561/A	NC_045512/G	NC_004718/G
SRR11494562/A	NC_045512/G	NC_004718/G
SRR11494563/A	NC_045512/G	NC_004718/G
SRR11494565/A	NC_045512/G	NC_004718/G
SRR11494567/A	NC_045512/G	NC_004718/G
SRR11953773/A	NC_045512/G	NC_004718/G
SRR11772039/A	NC_045512/G	NC_004718/G
SRR11772038/A	NC_045512/G	NC_004718/G
SRR11772033/A	NC_045512/G	NC_004718/G
SRR11772032/A	NC_045512/G	NC_004718/G
SRR11772031/A	NC_045512/G	NC_004718/G
SRR11772030/A	NC_045512/G	NC_004718/G
SRR11772036/A	NC_045512/G	NC_004718/G
SRR11772035/A	NC_045512/G	NC_004718/G
SRR11772034/A	NC_045512/G	NC_004718/G
SRR11550014/A	NC_045512/G	NC_004718/G
SRR11550013/A	NC_045512/G	NC_004718/G
SRR11550011/A	NC_004718/G	NC_004718/G
SRR1030195/A	NC_004718/G	NC_004718/G
KU317090/G	HM245924/G	HM245924/G
SRR1195846/A	NC_019843/G	NC_019843/G
SRR1030194/A	NC_004718/G	NC_004718/G
SRR9426169/A	GU553362/G	NC_002306/G
MT121216/G	NC_045512/G	NC_004718/G
KX640829/G	HM245924/G	HM245924/G
SRR11827017/A	NC_045512/G	NC_004718/G
KY967724/G	KY967723/G	KY967723/G
SRR11622041/A	NC_045512/G	NC_004718/G
KX219801/G	KX219801/G	HM245924/G
KX219800/G	KX219800/G	KX219800/G
SRR11555605/A	NC_019843/G	NC_019843/G
SRR1195895/A	NC_019843/G	NC_019843/G
SRR1195897/A	NC_019843/G	NC_019843/G
SRR11779994/A	NC_045512/G	NC_004718/G
SRR1195898/A	NC_019843/G	NC_019843/G
SRR11779997/A	NC_045512/G	NC_004718/G
SRR6788782/A	SRR6788790/A	SRR6788790/A
SRR6788781/A	SRR6788790/A	SRR6788790/A
SRR1030055/A	NC_004718/G	NC_004718/G
SRR6788787/A	SRR6788790/A	SRR6788790/A
KY967723/G	KY967723/G	KY967723/G
SRR6788785/A	SRR6788790/A	SRR6788790/A
SRR6788789/A	SRR6788790/A	SRR6788790/A
SRR6788788/A	SRR6788790/A	SRR6788790/A
SRR11093269/A	NC_045512/G	NC_004718/G
KF850449/G	NC_012936/G	NC_012936/G
SRR1195277/A	NC_004718/G	NC_004718/G
SRR1195113/A	NC_004718/G	NC_004718/G
SRR11965929/A	NC_045512/G	NC_004718/G
SRR11965928/A	NC_045512/G	NC_004718/G
SRR11965923/A	NC_045512/G	NC_004718/G
SRR11965922/A	NC_045512/G	NC_004718/G
SRR11965921/A	NC_045512/G	NC_004718/G
SRR11965920/A	NC_045512/G	NC_004718/G
SRR11965927/A	NC_045512/G	NC_004718/G
SRR11965926/A	NC_045512/G	NC_004718/G
SRR11965925/A	NC_045512/G	NC_004718/G
MH726395/G	NC_003436/G	NC_003436/G
KX219797/G	HM245924/G	HM245924/G
KX219796/G	KX252777/G	NC_001451/G
KX219791/G	HM245924/G	HM245924/G
SRR11652931/A	NC_045512/G	NC_004718/G
KX219793/G	KX252777/G	NC_001451/G
KX219792/G	HM245924/G	HM245924/G
SRR11968891/A	NC_045512/G	NC_004718/G
KX219798/G	KX252777/G	NC_001451/G
KP343691/G	KJ135013/G	KC008600/G
SRR11549965/A	NC_004718/G	NC_004718/G
MK330604/G	NC_039208/G	NC_039208/G
SRR11813130/A	NC_045512/G	NC_004718/G
SRR11827006/A	NC_045512/G	NC_004718/G
ERR575912/A	NC_019843/G	NC_019843/G
SRR11783596/A	NC_045512/G	NC_004718/G
ERR3179758/A	NC_009657/G	NC_009657/G
MG772934/G	MG772934/G	NC_004718/G
SRR11783599/A	NC_045512/G	NC_004718/G
SRR9426234/A	KF530131/G	NC_002306/G
HQ848267/G	HQ848267/G	NC_001451/G
MG772933/G	DQ022305/G	NC_004718/G
MH581489/G	NC_003436/G	NC_003436/G
SRR11954238/A	NC_045512/G	NC_004718/G
SRR11939966/A	NC_045512/G	NC_004718/G
SRR2063880/A	NC_028814/G	NC_028814/G
SRR9428206/A	NC_003045/G	NC_003045/G
SRR1195755/A	NC_004718/G	NC_004718/G
MK032689/G	NC_003436/G	NC_003436/G
KP728470/G	NC_003436/G	NC_003436/G
KU291449/G	NC_028752/G	NC_028752/G
SRR11577952/A	NC_045512/G	NC_004718/G
SRR11577955/A	NC_045512/G	NC_004718/G
SRR11577954/A	NC_045512/G	NC_004718/G
SRR11577956/A	NC_045512/G	NC_004718/G
SRR11577959/A	NC_045512/G	NC_004718/G
SRR11577958/A	NC_045512/G	NC_004718/G
SRR11695895/A	NC_045512/G	NC_004718/G
SRR11954096/A	NC_045512/G	NC_004718/G
SRR11695896/A	NC_045512/G	NC_004718/G
SRR11578341/A	NC_045512/G	NC_004718/G
SRR11578343/A	NC_045512/G	NC_004718/G
SRR11578342/A	NC_045512/G	NC_004718/G
SRR11578347/A	NC_045512/G	NC_004718/G
SRR11578346/A	NC_045512/G	NC_004718/G
SRR11953867/A	NC_045512/G	NC_004718/G
NC_010437/G	NC_010437/G	NC_010437/G
SRR11953866/A	NC_045512/G	NC_004718/G
HQ728486/G	HQ728486/G	HQ728486/G
KU886219/G	NC_003045/G	NC_003045/G
KF367457/G	NC_004718/G	NC_004718/G
MH687958/G	NC_009657/G	NC_009657/G
SRR12045907/A	NC_045512/G	NC_004718/G
SRR12045906/A	NC_045512/G	NC_004718/G
KF530135/G	KF530131/G	NC_002306/G
SRR12045904/A	NC_045512/G	NC_004718/G
MH687952/G	MH687947/G	MH687947/G
KF530132/G	KF530117/G	NC_002306/G
KF530131/G	KF530131/G	NC_002306/G
SRR12045900/A	NC_045512/G	NC_004718/G
SRR11953731/A	NC_045512/G	NC_004718/G
SRR11953730/A	NC_045512/G	NC_004718/G
SRR11953734/A	NC_045512/G	NC_004718/G
MG693169/G	NC_048212/G	NC_048212/G
SRR11494454/A	NC_045512/G	NC_004718/G
SRR11953739/A	NC_045512/G	NC_004718/G
SRR1191990/A	NC_019843/G	NC_019843/G
SRR1194941/A	NC_004718/G	NC_004718/G
SRR7287609/A	HM245924/G	HM245924/G
SRR11826920/A	NC_045512/G	NC_004718/G
MN690611/G	NC_010646/G	NC_010646/G
KP765609/G	NC_003436/G	NC_003436/G
JQ989269/G	NC_018871/G	NC_018871/G
SRR11953943/A	NC_045512/G	NC_004718/G
NC_003045/G	NC_003045/G	NC_003045/G
SRR11953945/A	NC_045512/G	NC_004718/G
SRR11578297/A	NC_045512/G	NC_004718/G
SRR6713852/A	NC_003436/G	NC_003436/G
SRR11578295/A	NC_045512/G	NC_004718/G
SRR6713850/A	NC_003436/G	NC_003436/G
SRR6713857/A	NC_003436/G	NC_003436/G
SRR6713856/A	NC_003436/G	NC_003436/G
SRR6713855/A	NC_003436/G	NC_003436/G
SRR6713854/A	NC_003436/G	NC_003436/G
SRR6713859/A	NC_003436/G	NC_003436/G
SRR6713858/A	NC_003436/G	NC_003436/G
SRR11578298/A	NC_045512/G	NC_004718/G
SRR11826842/A	NC_045512/G	NC_004718/G
SRR11953887/A	NC_045512/G	NC_004718/G
SRR11953886/A	NC_045512/G	NC_004718/G
SRR11953880/A	NC_045512/G	NC_004718/G
SRR11826989/A	NC_045512/G	NC_004718/G
SRR11826843/A	NC_045512/G	NC_004718/G
SRR11826987/A	NC_045512/G	NC_004718/G
SRR11826986/A	NC_045512/G	NC_004718/G
SRR11826985/A	NC_045512/G	NC_004718/G
Z30541/G	NC_001451/G	NC_001451/G
SRR11826983/A	NC_045512/G	NC_004718/G
SRR11953888/A	NC_045512/G	NC_004718/G
SRR11826981/A	NC_045512/G	NC_004718/G
SRR11826980/A	NC_045512/G	NC_004718/G
SRR11826841/A	NC_045512/G	NC_004718/G
SRR11826846/A	NC_045512/G	NC_004718/G
ERR1301794/A	NC_009657/G	NC_009657/G
SRR11826847/A	NC_045512/G	NC_004718/G
SRR11578129/A	NC_045512/G	NC_004718/G
SRR11826844/A	NC_045512/G	NC_004718/G
SRR11826845/A	NC_045512/G	NC_004718/G
SRR11578125/A	NC_045512/G	NC_004718/G
SRR11578127/A	NC_045512/G	NC_004718/G
SRR11578126/A	NC_045512/G	NC_004718/G
SRR11915784/A	NC_045512/G	NC_004718/G
SRR11954231/A	NC_045512/G	NC_004718/G
SRR11915780/A	NC_045512/G	NC_004718/G
SRR11915782/A	NC_045512/G	NC_004718/G
SRR9007069/A	HM245924/G	HM245924/G
SRR11939559/A	NC_045512/G	NC_004718/G
SRR11607707/A	NC_045512/G	NC_004718/G
KP868573/G	GQ504722/G	NC_001451/G
KP868572/G	HM245924/G	HM245924/G
SRR11953959/A	NC_045512/G	NC_004718/G
SRR11954230/A	NC_045512/G	NC_004718/G
SRR11953953/A	NC_045512/G	NC_004718/G
SRR11953950/A	NC_045512/G	NC_004718/G
SRR11953957/A	NC_045512/G	NC_004718/G
SRR11953956/A	NC_045512/G	NC_004718/G
SRR11953954/A	NC_045512/G	NC_004718/G
SRR11772204/A	NC_045512/G	NC_004718/G
SRR11772205/A	NC_045512/G	NC_004718/G
SRR11772206/A	NC_045512/G	NC_004718/G
SRR11772208/A	NC_045512/G	NC_004718/G
SRR11772209/A	NC_045512/G	NC_004718/G
SRR11826857/A	NC_045512/G	NC_004718/G
SRR11826856/A	NC_045512/G	NC_004718/G
SRR11826851/A	NC_045512/G	NC_004718/G
SRR11826850/A	NC_045512/G	NC_004718/G
SRR11826853/A	NC_045512/G	NC_004718/G
SRR8335010/A	KF280267/G	HM245924/G
SRR11953899/A	NC_045512/G	NC_004718/G
KF663561/G	HM245924/G	HM245924/G
KF663560/G	KX252777/G	NC_001451/G
SRR10083567/A	HM245924/G	HM245924/G
SRR11397719/A	NC_045512/G	NC_004718/G
SRR11494489/A	NC_045512/G	NC_004718/G
SRR11494488/A	NC_045512/G	NC_004718/G
SRR11494487/A	NC_045512/G	NC_004718/G
SRR11494485/A	NC_045512/G	NC_004718/G
SRR11494484/A	NC_045512/G	NC_004718/G
SRR11397717/A	NC_045512/G	NC_004718/G
SRR11397716/A	NC_045512/G	NC_004718/G
SRR11494481/A	NC_045512/G	NC_004718/G
SRR11857947/A	NC_045512/G	NC_004718/G
SRR11857946/A	NC_045512/G	NC_004718/G
SRR11857945/A	NC_045512/G	NC_004718/G
KT254275/G	NC_048214/G	NC_048214/G
SRR11954235/A	NC_045512/G	NC_004718/G
SRR11857949/A	NC_045512/G	NC_004718/G
SRR11857948/A	NC_045512/G	NC_004718/G
KY502384/G	KY502384/G	NC_028811/G
SRR11954234/A	NC_045512/G	NC_004718/G
EU637854/G	EU637854/G	EU637854/G
KU558922/G	NC_003045/G	NC_003045/G
SRR11954185/A	NC_045512/G	NC_004718/G
SRR11954187/A	NC_045512/G	NC_004718/G
SRR11954186/A	NC_045512/G	NC_004718/G
SRR11954181/A	NC_045512/G	NC_004718/G
SRR11771940/A	NC_045512/G	NC_004718/G
SRR8490246/A	HM245924/G	HM245924/G
SRR11771941/A	NC_045512/G	NC_004718/G
SRR11954189/A	NC_045512/G	NC_004718/G
SRR11954188/A	NC_045512/G	NC_004718/G
KC136209/G	KX252777/G	NC_001451/G
SRR11578279/A	NC_045512/G	NC_004718/G
MN096598/G	HM245924/G	HM245924/G
SRR11954165/A	NC_045512/G	NC_004718/G
SRR11780007/A	NC_045512/G	NC_004718/G
SRR11780006/A	NC_045512/G	NC_004718/G
SRR11780004/A	NC_045512/G	NC_004718/G
SRR11780003/A	NC_045512/G	NC_004718/G
SRR11780002/A	NC_045512/G	NC_004718/G
SRR11780001/A	NC_045512/G	NC_004718/G
SRR11780000/A	NC_045512/G	NC_004718/G
SRR11780008/A	NC_045512/G	NC_004718/G
SRR9420875/A	NC_003045/G	NC_003045/G
SRR11494559/A	NC_045512/G	NC_004718/G
SRR11494558/A	NC_045512/G	NC_004718/G
SRR1030081/A	NC_004718/G	NC_004718/G
SRR11494554/A	NC_045512/G	NC_004718/G
SRR11494557/A	NC_045512/G	NC_004718/G
SRR11494551/A	NC_045512/G	NC_004718/G
SRR11494553/A	NC_045512/G	NC_004718/G
SRR11772028/A	NC_045512/G	NC_004718/G
SRR11772029/A	NC_045512/G	NC_004718/G
SRR12045979/A	NC_045512/G	NC_004718/G
SRR11939553/A	NC_045512/G	NC_004718/G
HM211099/G	EF065514/G	EF065514/G
SRR11772022/A	NC_045512/G	NC_004718/G
SRR11772026/A	NC_045512/G	NC_004718/G
SRR11772027/A	NC_045512/G	NC_004718/G
SRR11550004/A	NC_045512/G	NC_004718/G
JF792616/G	NC_012936/G	NC_012936/G
SRR11517748/A	NC_045512/G	NC_004718/G
SRR11550001/A	NC_004718/G	NC_004718/G
SRR11550002/A	NC_004718/G	NC_004718/G
SRR11550003/A	NC_045512/G	NC_004718/G
SRR11517742/A	NC_045512/G	NC_004718/G
SRR11517743/A	NC_045512/G	NC_004718/G
SRR11517741/A	NC_045512/G	NC_004718/G
SRR11954045/A	NC_045512/G	NC_004718/G
SRR9156997/A	NC_019843/G	NC_019843/G
SRR11954046/A	NC_045512/G	NC_004718/G
KF530125/G	KF530125/G	NC_002306/G
MK217373/G	HM245924/G	HM245924/G
SRR9426158/A	HQ392471/G	NC_002306/G
MH687961/G	NC_009657/G	NC_009657/G
MF094688/G	NC_028824/G	NC_028824/G
MH687960/G	NC_009657/G	NC_009657/G
SRR11622078/A	NC_045512/G	NC_004718/G
MH687967/G	MH687945/G	NC_009657/G
SRR11622077/A	NC_045512/G	NC_004718/G
SRR11622076/A	NC_045512/G	NC_004718/G
MF094686/G	NC_028824/G	NC_028824/G
SRR11622070/A	NC_045512/G	NC_004718/G
SRR11622073/A	NC_045512/G	NC_004718/G
KF530121/G	KF530131/G	NC_002306/G
MH687965/G	NC_009657/G	NC_009657/G
MH687964/G	MH687945/G	NC_009657/G
KY419103/G	NC_003045/G	NC_003045/G
SRR11826886/A	NC_045512/G	NC_004718/G
KY419109/G	NC_003045/G	NC_003045/G
KX275391/G	HM245924/G	HM245924/G
SRR11621880/A	NC_045512/G	NC_004718/G
SRR11621883/A	NC_045512/G	NC_004718/G
SRR11621882/A	NC_045512/G	NC_004718/G
KX348117/G	HM245924/G	HM245924/G
SRR11621887/A	NC_045512/G	NC_004718/G
SRR11621886/A	NC_045512/G	NC_004718/G
SRR11621889/A	NC_045512/G	NC_004718/G
SRR11826882/A	NC_045512/G	NC_004718/G
SRR3458564/A	NC_002306/G	NC_002306/G
SRR11783618/A	NC_045512/G	NC_004718/G
SRR3458562/A	NC_002306/G	NC_002306/G
SRR3458563/A	NC_002306/G	NC_002306/G
SRR11454607/A	NC_045512/G	NC_004718/G
SRR11826883/A	NC_045512/G	NC_004718/G
HQ012370/G	KF530117/G	NC_002306/G
HQ012371/G	KF530117/G	NC_002306/G
HQ012372/G	GU553362/G	NC_002306/G
SRR12019381/A	NC_045512/G	NC_004718/G
SRR11965930/A	NC_045512/G	NC_004718/G
SRR11965932/A	NC_045512/G	NC_004718/G
SRR11563845/A	NC_045512/G	NC_004718/G
SRR11965934/A	NC_045512/G	NC_004718/G
MH726380/G	NC_003436/G	NC_003436/G
MH726383/G	NC_003436/G	NC_003436/G
MH726382/G	NC_003436/G	NC_003436/G
FJ938057/G	KF530117/G	NC_002306/G
SRR10904404/A	KY369909/G	NC_028752/G
EU022525/G	EU022525/G	EU022525/G
SRR1195621/A	NC_004718/G	NC_004718/G
EU022526/G	JQ977697/G	NC_001451/G
SRR11772684/A	NC_045512/G	NC_004718/G
SRR11772685/A	NC_045512/G	NC_004718/G
SRR1195848/A	NC_019843/G	NC_019843/G
SRR11772680/A	NC_045512/G	NC_004718/G
KF294280/G	NC_010437/G	NC_010437/G
ERR575903/A	NC_019843/G	NC_019843/G
ERR575906/A	NC_019843/G	NC_019843/G
MG693170/G	NC_009021/G	NC_009021/G
AF201929/G	AF201929/G	NC_012936/G
ERR575905/A	NC_019843/G	NC_019843/G
SRR8389791/A	SRR8389791/A	SRR8389791/A
MG693171/G	NC_048212/G	NC_048212/G
SRR11826885/A	NC_045512/G	NC_004718/G
SRR12017047/A	NC_045512/G	NC_004718/G
SRR11578001/A	NC_045512/G	NC_004718/G
MG596802/G	MG596802/G	MG596802/G
DQ415904/G	NC_006577/G	NC_006577/G
SRR1195841/A	NC_019843/G	NC_019843/G
NC_026011/G	NC_026011/G	NC_026011/G
MK957245/G	MK957245/G	NC_001451/G
MK957244/G	MK957244/G	NC_001451/G
MK334045/G	MK334045/G	NC_005831/G
MK618759/G	KX252777/G	NC_001451/G
MK618758/G	MK618758/G	NC_001451/G
SRR11577944/A	NC_045512/G	NC_004718/G
SRR11577943/A	NC_045512/G	NC_004718/G
SRR11577940/A	NC_045512/G	NC_004718/G
SRR1195712/A	NC_004718/G	NC_004718/G
SRR1195711/A	NC_004718/G	NC_004718/G
SRR1195710/A	NC_004718/G	NC_004718/G
MG596803/G	MG596802/G	MG596802/G
SRR11577949/A	NC_045512/G	NC_004718/G
SRR11578356/A	NC_045512/G	NC_004718/G
SRR11578357/A	NC_045512/G	NC_004718/G
KX236000/G	KX252777/G	NC_001451/G
KX236001/G	KX348115/G	NC_001451/G
KX236006/G	KX252777/G	NC_001451/G
SRR11578353/A	NC_045512/G	NC_004718/G
KX236004/G	HM245924/G	HM245924/G
KX236005/G	HM245924/G	HM245924/G
SRR1195445/A	NC_004718/G	NC_004718/G
KX236008/G	HM245924/G	HM245924/G
MN025308/G	KT254279/G	KT254279/G
SRR11578358/A	NC_045512/G	NC_004718/G
ERR575837/A	NC_019843/G	NC_019843/G
MK032177/G	HM245924/G	HM245924/G
ERR2756788/A	ERR2756788/A	ERR2756788/A
AY338732/G	AY338732/G	AY338732/G
SRR11827009/A	NC_045512/G	NC_004718/G
SRR11827008/A	NC_045512/G	NC_004718/G
