ERR1298529,23789,4,C,694014,,NC_001451.1,89.4,KP118893.1,99.8,MK618758.1,89.4,ILLUMINA
ERR1298570,377,1,D,694014,,NC_001451.1,94.2,KP118885.1,99.2,HQ141058.1,96.6,ILLUMINA
ERR1298571,905,4,D,,,NC_010800.1,88.4,KP118893.1,99.2,MK618758.1,94.6,ILLUMINA
ERR1298572,1252,3,D,,,NC_001451.1,91.5,MN794188.1,99.5,MN548285.1,90.5,ILLUMINA
ERR1298573,591,2,D,,,NC_048213.1,91.6,KP036502.1,99.4,MK618758.1,93.5,ILLUMINA
ERR1298574,728,2,D,,,NC_001451.1,92.1,KP036502.1,99.7,MK618758.1,94.0,ILLUMINA
ERR1298575,1083,3,D,,,NC_001451.1,89.6,MK032179.1,99.8,JN022544.1,94.1,ILLUMINA
ERR1298576,774,2,D,,,NC_001451.1,90.9,MN307884.1,99.8,MG652300.1,99.8,ILLUMINA
ERR1298577,565,2,D,,,NC_010800.1,97.8,KP118887.1,99.7,MN548285.1,97.5,ILLUMINA
ERR1298589,336,1,D,,,NC_010800.1,91.7,KP118887.1,100.0,FN665666.1,100.0,ILLUMINA
ERR1298593,317,1,D,,,NC_001451.1,95.3,MK032177.1,100.0,KC623583.1,100.0,ILLUMINA
ERR1298637,316,1,D,,,NC_010800.1,94.0,KJ425496.1,100.0,MN548285.1,94.6,ILLUMINA
ERR1298640,497,1,D,,,*,0.0,*,0.0,*,0.0,ILLUMINA
ERR1300951,1476,1,D,2509494,,NC_019843.3,99.4,NC_019843.3,99.4,KT036374.1,99.4,ILLUMINA
ERR1301026,1476,1,D,2509494,,NC_019843.3,99.4,NC_019843.3,99.4,KT036374.1,99.4,ILLUMINA
ERR1301254,1709,3,D,,,NC_006213.1,98.8,MN306053.1,99.5,LR721664.1,97.0,ILLUMINA
ERR1301312,2294,3,D,,,NC_006213.1,98.8,MN306053.1,99.4,LR721664.1,96.1,ILLUMINA
ERR1301443,406,1,D,,,NC_026011.1,98.0,MH687970.1,99.8,MH687975.1,100.0,ILLUMINA
ERR1301446,33537,3,B,2691591,,NC_009657.1,97.3,MH687943.1,100.0,MG546689.1,86.0,ILLUMINA
ERR1301447,400,1,D,,,NC_009657.1,94.0,MH687965.1,99.8,*,0.0,ILLUMINA
ERR1301448,51744,3,B,2691591,,NC_009657.1,95.7,MH687948.1,99.2,MG546689.1,84.7,ILLUMINA
ERR1301454,889,2,D,,,NC_009657.1,96.5,MH687934.1,97.8,*,0.0,ILLUMINA
ERR1301455,1571,1,D,2691591,,NC_009657.1,97.5,MH687934.1,99.7,KT346372.1,95.8,ILLUMINA
ERR1301460,2079,2,D,2691591,,NC_009657.1,97.0,MH687943.1,98.6,KT346372.1,94.7,ILLUMINA
ERR1301462,38721,3,B,2691591,,NC_009657.1,95.8,MH687941.1,98.6,MG546689.1,85.8,ILLUMINA
ERR1301463,111199,9,B,,,NC_009657.1,96.4,MH687938.1,99.4,MG546689.1,83.3,ILLUMINA
ERR1301465,31358,1,A,2724078,,NC_026011.1,95.1,MH687969.1,98.4,KY370047.1,94.1,ILLUMINA
ERR1301467,376,1,D,,,*,0.0,*,0.0,*,0.0,ILLUMINA
ERR1301468,1767,1,D,2691591,,NC_009657.1,86.1,MH687957.1,97.9,KT346372.1,85.8,ILLUMINA
ERR1301469,33084,3,B,2691591,,NC_009657.1,97.4,MH687942.1,97.4,MG546689.1,86.6,ILLUMINA
ERR1301470,63714,5,B,2691591,,NC_009657.1,80.6,MH687939.1,99.8,KU836638.1,84.0,ILLUMINA
ERR1301471,44030,8,B,2691591,,NC_009657.1,96.1,MH687938.1,99.9,MG546689.1,81.3,ILLUMINA
ERR1301474,1266,3,D,,,NC_017083.1,87.8,MH687968.1,96.7,KY370049.1,95.1,ILLUMINA
ERR1301475,4985,4,D,2691591,,NC_009657.1,96.1,MH687943.1,96.8,KT346372.1,93.4,ILLUMINA
ERR1301476,2359,5,D,,,NC_009657.1,95.3,MH687948.1,99.8,MG546689.1,82.9,ILLUMINA
ERR1301477,117289,9,B,2691591,,NC_009657.1,80.3,MH687937.1,99.8,KU836638.1,81.9,ILLUMINA
ERR1301478,111924,18,B,2691591,,NC_009657.1,82.5,MH687939.1,99.8,MG923574.2,80.4,ILLUMINA
ERR1301483,28139,1,A,2691591,,NC_009657.1,81.1,MH687951.1,99.0,MG923574.2,87.2,ILLUMINA
ERR1301484,168578,16,B,2691591,,NC_009657.1,96.0,MH687934.1,98.3,MG546689.1,81.1,ILLUMINA
ERR1301485,139228,16,B,2691591,,NC_009657.1,94.7,MH687948.1,96.1,KF294382.1,87.1,ILLUMINA
ERR1301486,1714,3,D,2691591,,NC_009657.1,92.4,MH687966.1,98.2,KT346372.1,94.6,ILLUMINA
ERR1301487,429,1,D,2724078,,NC_026011.1,98.1,MH687978.1,99.8,MH687975.1,98.6,ILLUMINA
ERR1301490,31095,1,A,2724078,,NC_001846.1,77.3,MH687968.1,100.0,KY370049.1,87.2,ILLUMINA
ERR1301491,28279,1,A,2691591,,NC_009657.1,97.3,MH687944.1,100.0,MG546689.1,85.9,ILLUMINA
ERR1301494,28276,1,A,2691591,,NC_009657.1,95.2,MH687945.1,100.0,MG546689.1,85.9,ILLUMINA
ERR1301496,433,1,D,,,*,0.0,MH687939.1,99.3,*,0.0,ILLUMINA
ERR1301499,8987,2,C,,,NC_009657.1,92.7,MH687946.1,99.9,KT346372.1,93.5,ILLUMINA
ERR1301500,9166,2,C,2691591,,NC_009657.1,87.8,MH687934.1,91.0,KT346372.1,87.6,ILLUMINA
ERR1301501,133676,18,B,2691591,,NC_009657.1,80.7,MH687939.1,98.1,MG923574.2,86.5,ILLUMINA
ERR1301507,28709,7,B,,,NC_009657.1,82.7,MH687939.1,99.9,MG923574.2,77.9,ILLUMINA
ERR1301508,3882,8,D,,,NC_009657.1,97.0,MH687965.1,99.9,KU182966.1,75.9,ILLUMINA
ERR1301509,3232,3,D,2691591,,NC_009657.1,97.6,MH687955.1,99.6,KT346372.1,95.2,ILLUMINA
ERR1301513,27890,1,A,2691591,,NC_009657.1,80.3,MH687949.1,100.0,MG923574.2,84.3,ILLUMINA
ERR1301514,23132,1,C,2691591,,NC_009657.1,82.6,MH687950.1,100.0,MG923574.2,83.2,ILLUMINA
ERR1301515,92016,6,B,2691591,,NC_009657.1,82.0,MH687951.1,98.4,MG923574.2,87.3,ILLUMINA
ERR1301516,1381,3,D,,,*,0.0,MH687968.1,99.8,KY370049.1,86.3,ILLUMINA
ERR1301519,11524,3,C,2691591,,NC_009657.1,89.3,MH687950.1,98.3,KT346372.1,91.8,ILLUMINA
ERR1301520,10308,15,C,,,NC_009657.1,96.1,MH687934.1,99.1,KT346372.1,97.7,ILLUMINA
ERR1301521,68011,8,B,2691591,,NC_009657.1,82.0,MH687951.1,98.4,MG546689.1,82.8,ILLUMINA
ERR1301524,403,1,D,,,*,0.0,MH687968.1,87.3,KY370049.1,92.6,ILLUMINA
ERR1301527,3686,3,D,2691591,,NC_009657.1,94.8,MH687938.1,99.4,KT346372.1,94.9,ILLUMINA
ERR1301528,1382,2,D,2691591,,NC_009657.1,88.4,MH687951.1,98.8,KT346372.1,88.6,ILLUMINA
ERR1301530,55158,4,B,2691591,,NC_009657.1,97.3,MH687943.1,98.9,MG546689.1,85.8,ILLUMINA
ERR1301531,2411,2,D,2691591,,NC_009657.1,82.8,MH687949.1,99.9,KT346372.1,90.1,ILLUMINA
ERR1301532,874,2,D,,,NC_026011.1,97.4,MH687977.1,98.9,MH687975.1,95.3,ILLUMINA
ERR1301535,30416,2,B,2691591,,NC_009657.1,97.3,MH687943.1,100.0,MG546689.1,85.8,ILLUMINA
ERR1301537,59552,6,B,2691591,,NC_009657.1,95.5,MH687948.1,99.3,MG546689.1,86.8,ILLUMINA
ERR1301540,1636,4,D,,,NC_009657.1,96.7,MH687966.1,100.0,KT253270.1,76.8,ILLUMINA
ERR1301543,1229,3,D,,,NC_009657.1,97.3,MH687954.1,99.8,MK894847.1,96.6,ILLUMINA
ERR1301544,3774,5,D,,,NC_009657.1,97.3,MH687948.1,99.4,KF294382.1,79.2,ILLUMINA
ERR1301549,1102,1,D,2691591,,NC_009657.1,98.8,MH687943.1,99.8,KT346372.1,96.3,ILLUMINA
ERR1301551,39016,3,B,2691591,,NC_009657.1,95.7,MH687934.1,99.2,MG546689.1,85.9,ILLUMINA
ERR1301552,73410,12,B,2691591,,NC_009657.1,96.8,MH687947.1,100.0,MG546689.1,76.3,ILLUMINA
ERR1301553,528,1,D,,,NC_009657.1,96.8,MH687957.1,99.6,MT114540.1,72.0,ILLUMINA
ERR1301554,31380,1,A,2724078,,NC_026011.1,95.1,MH687969.1,98.3,KY370047.1,94.1,ILLUMINA
ERR1301557,1786,2,D,2691591,,NC_009657.1,82.4,MH687942.1,99.8,KT346372.1,80.3,ILLUMINA
ERR1301558,34555,4,B,2691591,,NC_009657.1,97.4,MH687942.1,97.4,MG546689.1,85.9,ILLUMINA
ERR1301559,83617,7,B,2691591,,NC_009657.1,80.5,MH687939.1,99.8,KU836638.1,84.0,ILLUMINA
ERR1301560,84012,8,B,,,NC_009657.1,98.2,MH687961.1,98.5,KF294382.1,84.5,ILLUMINA
ERR1301562,384,1,D,,,NC_009657.1,97.1,MH687944.1,99.5,MG546689.1,81.2,ILLUMINA
ERR1301563,3783,7,D,,,NC_017083.1,79.7,MH687968.1,87.8,KY370049.1,93.4,ILLUMINA
ERR1301564,5698,5,C,2691591,,NC_009657.1,89.5,MH687943.1,98.5,KT346372.1,94.8,ILLUMINA
ERR1301565,2907,6,D,,,NC_009657.1,98.1,MH687954.1,100.0,KT346372.1,96.3,ILLUMINA
ERR1301566,95607,9,B,2691591,,NC_009657.1,80.3,MH687937.1,99.8,KU836638.1,81.7,ILLUMINA
ERR1301567,102569,18,B,2691591,,NC_009657.1,85.0,MH687939.1,98.3,MG923574.2,87.4,ILLUMINA
ERR1301572,28699,2,B,2691591,,NC_009657.1,81.1,MH687951.1,99.0,MG923574.2,87.2,ILLUMINA
ERR1301573,70314,11,B,2691591,,NC_009657.1,82.6,MH687942.1,96.8,KF294382.1,79.4,ILLUMINA
ERR1301574,83811,10,B,2691591,,NC_009657.1,96.5,MH687942.1,99.6,MG546689.1,82.8,ILLUMINA
ERR1301575,9096,15,C,,,NC_009657.1,95.1,MH687948.1,98.0,KT346372.1,96.2,ILLUMINA
ERR1301576,2201,5,D,,,NC_026011.1,97.0,MH687978.1,99.8,KF294357.1,97.0,ILLUMINA
ERR1301579,31110,1,A,2724078,,NC_001846.1,77.3,MH687968.1,100.0,KY370049.1,87.2,ILLUMINA
ERR1301580,30356,3,B,2691591,,NC_009657.1,97.3,MH687944.1,100.0,MG546689.1,85.8,ILLUMINA
ERR1301583,28302,1,A,2691591,,NC_009657.1,95.2,MH687945.1,100.0,MG546689.1,85.9,ILLUMINA
ERR1301586,423,1,D,,,NC_026011.1,94.1,MH687969.1,100.0,KF294357.1,93.1,ILLUMINA
ERR1301588,12695,4,C,,,NC_009657.1,97.7,MH687941.1,98.8,KT346372.1,93.0,ILLUMINA
ERR1301589,5705,3,C,2691591,,NC_009657.1,94.6,MH687938.1,99.8,KT346372.1,93.5,ILLUMINA
ERR1301590,128725,13,B,2691591,,NC_009657.1,80.8,MH687939.1,98.1,MG546689.1,83.0,ILLUMINA
ERR1301591,516,1,D,2691591,,NC_009657.1,89.9,MN611521.1,98.1,KT346372.1,89.3,ILLUMINA
ERR1301595,402,1,D,,,NC_009657.1,95.0,MH687958.1,98.0,KT346372.1,93.3,ILLUMINA
ERR1301596,16004,6,C,2691591,,NC_009657.1,85.7,MH687939.1,99.8,KT346372.1,92.7,ILLUMINA
ERR1301597,2462,2,D,2691591,,NC_009657.1,95.9,MH687961.1,99.8,KT346372.1,87.5,ILLUMINA
ERR1301598,3938,4,D,2691591,,NC_009657.1,97.3,MH687948.1,98.7,KT346372.1,94.6,ILLUMINA
ERR1301602,28387,1,A,2691591,,NC_009657.1,80.6,MH687951.1,97.1,MG923574.2,86.5,ILLUMINA
ERR1301603,25991,2,B,2691591,,NC_009657.1,85.4,MH687950.1,100.0,MG923574.2,86.0,ILLUMINA
ERR1301604,65043,5,B,2691591,,NC_009657.1,82.0,MH687942.1,97.4,MG546689.1,86.0,ILLUMINA
ERR1301605,433,1,D,,,*,0.0,MH687968.1,99.5,KY370049.1,89.1,ILLUMINA
ERR1301608,18774,3,C,2691591,,NC_009657.1,88.3,MH687951.1,97.0,KT346372.1,92.5,ILLUMINA
ERR1301609,1286,2,D,2691591,,NC_009657.1,98.2,MH687948.1,99.8,KT346372.1,97.1,ILLUMINA
ERR1301610,91423,7,B,2691591,,NC_009657.1,95.5,MH687948.1,98.6,MG546689.1,85.9,ILLUMINA
ERR1301613,1204,3,D,,,NC_009657.1,94.0,MH687945.1,99.8,KY370049.1,92.8,ILLUMINA
ERR1301616,2860,2,D,2691591,,NC_009657.1,83.8,MH687942.1,98.4,KT346372.1,83.5,ILLUMINA
ERR1301617,5832,10,C,,,NC_009657.1,85.1,MH687951.1,100.0,KT346372.1,94.6,ILLUMINA
ERR1301619,38310,4,B,2691591,,NC_009657.1,97.3,MH687943.1,98.9,MG546689.1,85.9,ILLUMINA
ERR1301620,2235,1,D,2691591,,NC_009657.1,83.8,MH687949.1,99.9,KT346372.1,89.4,ILLUMINA
ERR1301669,428,1,D,,,*,0.0,*,0.0,*,0.0,ILLUMINA
ERR1301717,448,1,D,,,*,0.0,*,0.0,*,0.0,ILLUMINA
ERR1301773,385,1,D,2691591,,NC_009657.1,99.7,MH687958.1,100.0,KT346372.1,97.4,ILLUMINA
ERR1301776,9605,3,C,2691591,,NC_009657.1,97.1,MH687955.1,99.2,KF294382.1,78.8,ILLUMINA
ERR1301777,44429,4,B,2691591,,NC_009657.1,97.4,MH687957.1,98.7,MG546689.1,85.6,ILLUMINA
ERR1301778,9135,1,C,2691591,,NC_009657.1,91.2,MH687948.1,93.4,KT346372.1,93.0,ILLUMINA
ERR1301784,527,1,D,,,*,0.0,MH687955.1,100.0,DQ648791.1,78.9,ILLUMINA
ERR1301785,1549,1,D,2691591,,NC_009657.1,79.0,MH687944.1,96.7,KT346372.1,84.2,ILLUMINA
ERR1301786,9596,2,C,2691591,,NC_009657.1,88.7,MH687939.1,99.4,KT346372.1,91.3,ILLUMINA
ERR1301792,382,1,D,,,NC_009657.1,96.6,MH687948.1,99.0,*,0.0,ILLUMINA
ERR1301793,4652,2,D,2691591,,NC_009657.1,91.2,MH687955.1,100.0,KT346372.1,94.1,ILLUMINA
ERR1301794,25057,4,B,2691591,,NC_009657.1,95.6,MH687954.1,99.8,MG546689.1,78.5,ILLUMINA
ERR1301796,393,1,D,,,NC_009657.1,96.4,MH687958.1,100.0,KT346372.1,95.9,ILLUMINA
ERR1301798,382,1,D,,,NC_002645.1,88.7,MH687951.1,99.5,KT253272.1,89.5,ILLUMINA
ERR1301799,461,1,D,,,*,0.0,MH687944.1,95.4,*,0.0,ILLUMINA
ERR1301800,4487,9,D,,,NC_009657.1,95.0,MH687957.1,99.7,A65401.1,82.6,ILLUMINA
ERR1301804,43278,5,B,2691591,,NC_009657.1,84.0,MH687939.1,98.9,MG923574.2,86.6,ILLUMINA
ERR1301811,509,1,D,,,NC_009657.1,89.4,MH687951.1,95.3,KT346372.1,90.8,ILLUMINA
ERR1301812,4724,3,D,2691591,,NC_009657.1,79.1,MH687944.1,97.2,KT346372.1,82.3,ILLUMINA
ERR1301813,26908,4,B,2691591,,NC_009657.1,94.9,MH687955.1,100.0,KT346372.1,91.7,ILLUMINA
ERR1301814,55900,8,B,2691591,,NC_009657.1,97.3,MH687965.1,99.1,MG546689.1,85.9,ILLUMINA
ERR1301819,28029,2,B,2691591,,NC_009657.1,95.2,MH687955.1,97.7,KF294382.1,87.3,ILLUMINA
ERR1301822,16916,3,C,,,NC_009657.1,95.7,MH687938.1,97.3,KT346372.1,82.1,ILLUMINA
ERR1301826,492,1,D,366617,,NC_009657.1,93.5,MH687944.1,99.8,KT346372.1,92.7,ILLUMINA
ERR1301828,28501,1,A,2691591,,NC_009657.1,97.2,MH687944.1,97.7,MG546689.1,85.9,ILLUMINA
ERR1301829,29904,3,B,2691591,,NC_009657.1,96.5,MH687957.1,100.0,MG546689.1,79.2,ILLUMINA
ERR1301833,56600,2,B,2691591,,NC_009657.1,95.5,MH687954.1,98.2,MG546689.1,85.8,ILLUMINA
ERR1301835,2152,1,D,2691591,,NC_009657.1,78.4,MH687966.1,95.5,KT346372.1,82.1,ILLUMINA
ERR1301840,7532,2,C,2691591,,NC_009657.1,91.8,MH687955.1,100.0,KT346372.1,82.9,ILLUMINA
ERR1301841,389,1,D,,,NC_009657.1,96.9,MH687946.1,97.9,MG923574.2,79.2,ILLUMINA
ERR1301842,6816,2,C,2691591,,NC_009657.1,81.2,MH687957.1,99.1,KT346372.1,81.1,ILLUMINA
ERR1301843,28376,2,B,2691591,,NC_009657.1,79.8,MH687950.1,97.6,KU836638.1,83.7,ILLUMINA
ERR1301848,56540,2,B,2691591,,NC_009657.1,80.5,MH687955.1,99.9,MG923574.2,84.4,ILLUMINA
ERR1301849,379,1,D,,,NC_009657.1,97.4,MH687964.1,98.7,*,0.0,ILLUMINA
ERR1301850,26792,3,B,2691591,,NC_009657.1,95.4,MH687965.1,98.9,KT346372.1,92.8,ILLUMINA
ERR1301851,5718,10,C,,,NC_009657.1,86.0,MH687950.1,99.5,MK894847.1,84.8,ILLUMINA
ERR1301854,6348,1,C,2691591,,NC_009657.1,88.4,MH687955.1,100.0,KT346372.1,85.2,ILLUMINA
ERR1301855,28061,1,A,2691591,,NC_009657.1,97.2,MH687942.1,97.4,MG546689.1,85.7,ILLUMINA
ERR1301856,5783,1,C,2691591,,NC_009657.1,93.8,MH687948.1,98.0,KT346372.1,95.5,ILLUMINA
ERR1301857,50785,2,B,2691591,,NC_009657.1,80.9,MH687939.1,98.6,MG923574.2,86.0,ILLUMINA
ERR1301858,425,1,D,,,NC_009657.1,95.5,MH687958.1,99.1,KT346372.1,93.4,ILLUMINA
ERR1301860,400,1,D,,,NC_009657.1,95.8,MH687938.1,100.0,*,0.0,ILLUMINA
ERR1301861,13235,3,C,,,NC_009657.1,97.2,MH687955.1,99.6,KU836638.1,78.8,ILLUMINA
ERR1301862,45355,5,B,2691591,,NC_009657.1,97.4,MH687957.1,98.7,MG546689.1,85.6,ILLUMINA
ERR1301863,9328,2,C,2691591,,NC_009657.1,89.1,MH687951.1,96.6,KT346372.1,91.5,ILLUMINA
ERR1301870,2488,5,D,,,NC_009657.1,94.1,MH687966.1,99.5,MK894847.1,94.0,ILLUMINA
ERR1301871,10754,2,C,2691591,,NC_009657.1,85.3,MH687949.1,98.8,KT346372.1,92.5,ILLUMINA
ERR1301878,5427,1,C,2691591,,NC_009657.1,86.8,MH687955.1,99.9,KT346372.1,88.2,ILLUMINA
ERR1301879,11048,2,C,,,NC_009657.1,95.4,MH687954.1,100.0,KF294382.1,85.7,ILLUMINA
ERR1301883,451,1,D,2691591,,NC_009657.1,98.0,MH687960.1,100.0,KT346372.1,96.0,ILLUMINA
ERR1301884,397,1,D,,,NC_009657.1,95.0,MH687955.1,98.5,*,0.0,ILLUMINA
ERR1301885,629,1,D,2691591,,NC_009657.1,86.3,MH687939.1,100.0,KT346372.1,86.8,ILLUMINA
ERR1301888,406,1,D,,,NC_009657.1,93.8,MH687949.1,99.8,KT346372.1,94.3,ILLUMINA
ERR1301889,55171,7,B,2691591,,NC_009657.1,85.0,MH687949.1,98.8,KT346372.1,93.5,ILLUMINA
ERR1301890,424,1,D,,,NC_009657.1,94.1,MH687943.1,99.8,*,0.0,ILLUMINA
ERR1301896,937,2,D,,,NC_009657.1,97.7,MH687958.1,99.1,MG546689.1,79.1,ILLUMINA
ERR1301897,2459,2,D,2691591,,NC_009657.1,88.0,MH687957.1,99.7,KT346372.1,87.8,ILLUMINA
ERR1301898,27443,5,B,2691591,,NC_009657.1,95.0,MH687955.1,99.9,KT346372.1,90.7,ILLUMINA
ERR1301899,47801,6,B,2691591,,NC_009657.1,97.3,MH687965.1,99.1,MG546689.1,85.9,ILLUMINA
ERR1301904,26941,4,B,2691591,,NC_009657.1,97.3,MH687956.1,100.0,KF294382.1,75.6,ILLUMINA
ERR1301905,390,1,D,,,NC_009657.1,96.2,MH687954.1,99.2,KT346372.1,93.3,ILLUMINA
ERR1301907,24316,2,C,,,NC_009657.1,98.5,MH687942.1,97.2,KF294382.1,87.7,ILLUMINA
ERR1301911,484,1,D,2691591,,NC_009657.1,88.0,MH687944.1,100.0,KT346372.1,87.4,ILLUMINA
ERR1301912,419,1,D,,,NC_009657.1,97.6,MH687958.1,99.3,KU836638.1,80.9,ILLUMINA
ERR1301913,28311,1,A,2691591,,NC_009657.1,97.2,MH687944.1,97.7,MG546689.1,85.9,ILLUMINA
ERR1301914,18126,2,C,2691591,,NC_009657.1,97.4,MH687957.1,100.0,KT346372.1,89.3,ILLUMINA
ERR1301918,56712,2,B,2691591,,NC_009657.1,95.5,MH687954.1,98.2,MG546689.1,85.9,ILLUMINA
ERR1301920,2752,1,D,2691591,,NC_009657.1,80.5,MH687944.1,96.9,KT346372.1,82.7,ILLUMINA
ERR1301925,7999,2,C,2691591,,NC_009657.1,91.5,MH687955.1,100.0,KT346372.1,93.7,ILLUMINA
ERR1301927,3086,2,D,2691591,,NC_009657.1,78.2,MH687944.1,98.5,KT346372.1,80.7,ILLUMINA
ERR1301928,27991,1,A,2691591,,NC_009657.1,79.8,MH687939.1,99.4,KU836638.1,83.9,ILLUMINA
ERR1301933,56369,2,B,2691591,,NC_009657.1,80.6,MH687939.1,98.6,MG546689.1,85.8,ILLUMINA
ERR1301934,1599,3,D,,,NC_009657.1,90.1,MH687966.1,87.0,KT346372.1,91.2,ILLUMINA
ERR1301935,27360,3,B,2691591,,NC_009657.1,96.9,MH687958.1,100.0,KU182966.1,72.4,ILLUMINA
ERR1301936,1375,2,D,2691591,,NC_009657.1,92.9,MH687949.1,97.5,KT346372.1,92.7,ILLUMINA
ERR1301937,255,1,D,,,*,0.0,*,0.0,*,0.0,ILLUMINA
ERR1301939,12155,4,C,,,NC_009657.1,89.5,MH687955.1,100.0,KT346372.1,91.2,ILLUMINA
